,IEIN,LocalTeacherID,LastName,FirstName,BirthDate,SchoolYear,ServingLocationRCDTS,EmployerRCDTS,Term,StateCourseCode,SectionNumber,TeacherCourseStartDate,EISPositionCode,TeacherCommitment,Network
346,151333.0,138631,Frye,Nolan,04/21/1963,2019,15016299025284C,15016299025284C,Y1,02051A000,Pre-Algebra,08/28/2018,200.0,1.0,Charter
347,136551.0,826646,Roman,Cristofer,11/16/1987,2019,15016299025284C,15016299025284C,S1,03001A000,Earth Science,09/26/2018,200.0,1.0,Charter
348,534955.0,485042,Medina,Chad,09/05/1980,2019,15016299025059C,15016299025059C,S1,02101A000,Number Theory,08/20/2018,200.0,1.0,Options
349,849340.0,643629,House,Isaiah,09/14/1983,2019,15016299025068C,15016299025068C,Q1,04151A000,U.S. Government-Comprehensive,01/15/2018,200.0,1.0,Options
350,783590.0,848520,Rhodes,Caiden,08/19/1985,2019,15016299025073C,15016299025073C,Y1,02101A000,Number Theory,08/20/2018,200.0,1.0,Options
351,738453.0,454628,Hall,Cory,12/10/1959,2019,15016299025260C,15016299025260C,S1,03001A000,Earth Science,08/20/2018,204.0,1.0,Charter
352,639789.0,345437,Baird,Misael,01/03/1985,2019,15016299025276C,15016299025276C,S1,11051A000,Audio/Visual Production,08/20/2018,200.0,1.0,Charter
353,797989.0,592775,Edwards,Bailey,11/03/1971,2019,15016299025284C,15016299025284C,S1,04151A000,U.S. Government-Comprehensive,08/17/2018,200.0,1.0,Charter
354,804815.0,567436,Flores,Alexzander,09/01/1975,2019,15016299025086C,15016299025086C,Y1,02101A000,Number Theory,08/20/2018,200.0,1.0,Charter
355,242339.0,444770,Montoya,Braylon,07/04/1938,2019,15016299025263C,15016299025263C,Q1,01051A000,English/Literature (freshmen and sophomores),08/20/2018,201.0,1.0,Charter
356,880919.0,679359,Gamble,Quintin,10/25/1979,2019,15016299025283C,15016299025283C,S1,21051A000,Technological Literacy,08/20/2018,200.0,1.0,Charter
357,761197.0,454358,Bright,Quintin,09/28/1990,2019,15016299025055C,15016299025055C,Q1,04151A000,U.S. Government-Comprehensive,08/20/2018,200.0,1.0,Options
358,497865.0,908100,Hall,Jayvon,09/20/1990,2019,15016299025068C,15016299025068C,S1,02101A000,Number Theory,08/20/2018,200.0,1.0,Options
359,407393.0,292376,Shannon,Jameson,08/26/1963,2019,15016299025063C,15016299025063C,S1,02051A000,Pre-Algebra,08/20/2018,200.0,1.0,Options
360,599093.0,239614,Meyers,Gael,10/23/1974,2019,15016299025073C,15016299025073C,S1,03051A000,Biology,08/20/2018,200.0,1.0,Options
361,726279.0,307197,Bond,Ryder,07/25/1990,2019,15016299025068C,15016299025068C,S1,06146A000,Italian for Native Speakers,09/28/2018,200.0,1.0,Options
362,380168.0,154481,Kelley,Kenny,11/04/1981,2019,15016299025068C,15016299025068C,S1,04001A000,World Geography,01/07/2018,200.0,1.0,Options
363,40200.0,100310,Marks,Sheldon,01/02/1980,2019,15016299025068C,15016299025068C,Y1,20001A000,"Exploration of Transportation, Distribution and Logistics",08/20/2018,200.0,1.0,Options
364,416797.0,277521,Mcintyre,Arturo,09/11/1980,2019,15016299025071C,15016299025071C,S1,04151A000,U.S. Government-Comprehensive,09/24/2018,200.0,1.0,Options
365,763557.0,355065,Frye,Cooper,12/04/1972,2019,15016299025068C,15016299025068C,Y1,03051A000,Biology,08/20/2018,200.0,1.0,Options
366,104603.0,695994,Hess,Ruben,03/13/1980,2019,15016299025274C,15016299025274C,Y1,03001A000,Earth Science,08/20/2018,200.0,1.0,Charter
367,14385.0,547698,Church,Bryce,11/06/1961,2019,15016299025068C,15016299025068C,S1,19001A000,Human Services Career Exploration,08/20/2018,200.0,1.0,Options
368,798383.0,782104,Anthony,Kevin,11/14/1970,2019,15016299025049C,15016299025049C,S1,21051A000,Technological Literacy,08/20/2018,200.0,1.0,Charter
369,959612.0,799252,Benitez,Pedro,02/09/1927,2019,15016299025062C,15016299025062C,S1,02001A000,Informal Mathematics,08/20/2018,200.0,1.0,Options
370,587032.0,263846,Wilkins,Adam,08/13/1954,2019,15016299025068C,15016299025068C,S1,06133A000,AP French Literature,08/20/2018,200.0,1.0,Options
371,283740.0,156674,Beard,Alfredo,01/28/1948,2019,15016299025263C,15016299025263C,S1,08051A000,Health Education,08/20/2018,200.0,1.0,Charter
372,380304.0,802493,Coleman,Joe,02/24/1964,2019,15016299025285C,15016299025285C,S1,21051A000,Technological Literacy,08/20/2018,200.0,1.0,Charter
373,22604.0,332389,Cochran,Clay,07/27/1990,2019,15016299025270C,15016299025270C,S1,01151A000,Public Speaking,09/10/2018,200.0,1.0,Charter
374,490624.0,395695,Wolfe,Manuel,07/06/1984,2019,15016299025270C,15016299025270C,Q1,06101A000,Spanish I,08/20/2018,200.0,1.0,Charter
375,645826.0,616481,Richard,Conner,10/10/1957,2019,15016299025057C,15016299025057C,S1,16051A000,"Exploration of Restaurant, Food and Beverage Services",01/11/2018,200.0,1.0,Options
376,354999.0,896769,Clayton,Javion,03/08/1969,2019,15016299025068C,15016299025068C,S1,04051A000,World History-Overview,08/20/2018,200.0,1.0,Options
377,934992.0,258901,Murphy,Luke,07/11/1990,2019,15016299025068C,15016299025068C,S1,04151A000,U.S. Government-Comprehensive,08/20/2018,203.0,1.0,Options
378,94775.0,976338,Larson,Jairo,10/02/1975,2019,15016299025263C,15016299025263C,S1,02051A000,Pre-Algebra,08/20/2018,200.0,1.0,Charter
379,391061.0,985281,Becker,Ezra,12/23/1990,2019,15016299025070C,15016299025070C,S1,07001A000,Religious Foundations,08/20/2018,200.0,1.0,Options
380,170012.0,563216,Wilcox,Raphael,04/22/1990,2019,15016299025068C,15016299025068C,S1,02001A000,Informal Mathematics,08/20/2018,200.0,1.0,Options
381,317208.0,377729,Mcclain,Miles,09/07/1960,2019,15016299025059C,15016299025059C,S1,19101A000,Cosmetology-Licensing,08/20/2018,200.0,1.0,Options
382,729196.0,190374,Sherman,Casey,09/10/1972,2019,15016299025266C,15016299025266C,S1,22051A000,Office Aide,08/20/2018,200.0,1.0,Charter
383,472076.0,203092,Wilkerson,Silas,01/07/1945,2019,15016299025068C,15016299025068C,S1,06151A000,IB Language B-Italian,08/20/2018,200.0,1.0,Options
384,139671.0,919227,Gardner,Karter,09/23/1966,2019,15016299025054C,15016299025054C,S1,02151A000,General Applied Math,08/20/2018,200.0,1.0,Options
385,562096.0,431502,Taylor,Joel,04/04/1976,2019,15016299025268C,15016299025268C,S1,10051A000,Information Management,08/11/2018,204.0,1.0,Charter
386,320560.0,482739,Koch,Mitchell,09/26/1990,2019,15016299025059C,15016299025059C,S1,05001A000,Dance Technique,01/27/2018,200.0,1.0,Options
387,885624.0,78445,Kaufman,Cristofer,09/17/1946,2019,15016299025267C,15016299025267C,S1,18101A000,Animal Production/Science,08/20/2018,200.0,1.0,Charter
388,876939.0,638957,Maynard,Samuel,04/01/1939,2019,15016299025072C,15016299025072C,S1,01001A000,English/Language Arts I (9th grade),02/16/2018,200.0,1.0,Options
389,406733.0,66765,Cooper,Jamari,04/25/1973,2019,15016299025276C,15016299025276C,S1,21051A000,Technological Literacy,08/20/2018,200.0,1.0,Charter
390,131391.0,846058,Crosby,Ronnie,12/28/1989,2019,15016299025263C,15016299025263C,S1,04051A000,World History-Overview,08/20/2018,200.0,1.0,Charter
391,335702.0,854417,Marshall,Clay,10/02/1979,2019,15016299025073C,15016299025073C,S1,10051A000,Information Management,08/20/2018,200.0,1.0,Options
392,252830.0,410448,Anthony,Kash,01/14/1959,2019,15016299025068C,15016299025068C,S1,04001A000,World Geography,08/20/2018,204.0,1.0,Options
393,691156.0,711660,Lester,Beau,08/11/1968,2019,15016299025270C,15016299025270C,S1,03001A000,Earth Science,08/20/2018,200.0,1.0,Charter
394,3847.0,982739,Meadows,Darren,11/17/1964,2019,15016299025068C,15016299025068C,Q1,12051A000,Introductory Business,08/20/2019,200.0,1.0,Options
395,384370.0,653787,Baxter,Josh,08/07/1975,2019,15016299025064C,15016299025064C,S1,02151A000,General Applied Math,08/20/2018,200.0,1.0,Options
396,138950.0,80993,Gates,Levi,09/20/1965,2019,15016299025071C,15016299025071C,Q1,05101A000,General Band,01/13/2018,200.0,1.0,Options
397,321408.0,380475,Greene,Jaeden,11/07/1965,2019,15016299025270C,15016299025270C,S1,01001A000,English/Language Arts I (9th grade),08/20/2018,200.0,1.0,Charter
398,359796.0,769308,Cochran,Chase,05/12/1979,2019,15016299025285C,15016299025285C,S1,01151A000,Public Speaking,02/22/2018,203.0,1.0,Charter
399,363979.0,293511,Hobbs,Michael,11/07/1974,2019,15016299025068C,15016299025068C,S1,15151A000,Fire Science,08/20/2019,200.0,1.0,Options
400,215042.0,14577,Knox,Roland,06/13/1968,2019,15016299025056C,15016299025056C,S1,01101A000,English/Composition (freshmen and sophomores),08/20/2018,200.0,1.0,Options
401,974667.0,605090,Weiss,Brady,10/16/1964,2019,15016299025057C,15016299025057C,S1,03001A001,Technology and Society (EbD),02/25/2018,200.0,1.0,Options
402,120997.0,660531,Murray,Rey,10/05/1978,2019,15016299025086C,15016299025086C,S1,01001A000,English/Language Arts I (9th grade),08/20/2018,200.0,1.0,Charter
403,487280.0,928955,Wilcox,Caden,11/02/1962,2019,15016299025068C,15016299025068C,Y1,11051A000,Audio/Visual Production,08/20/2018,204.0,1.0,Options
404,687447.0,776197,Roman,Ace,05/20/1965,2019,15016299025264C,15016299025264C,Y1,01151A000,Public Speaking,08/20/2018,200.0,1.0,Charter
405,49441.0,472406,Palmer,Diego,12/08/1990,2019,15016299025068C,15016299025068C,Y1,01051A000,English/Literature (freshmen and sophomores),08/20/2018,200.0,1.0,Options
406,779255.0,290814,Zhang,Grady,10/11/1967,2019,15016299025068C,15016299025068C,S1,08001A000,Physical Education,08/20/2018,200.0,1.0,Options
407,473482.0,126394,Jacobson,Liam,01/14/1950,2019,15016299025285C,15016299025285C,S1,04051A000,World History-Overview,08/20/2018,200.0,1.0,Charter
408,753633.0,302402,Knight,Adam,05/01/1971,2019,15016299025066C,15016299025066C,Q1,15151A000,Fire Science,08/20/2018,200.0,1.0,Options
409,301106.0,216684,Schneider,Kymani,10/04/1986,2019,15016299025262C,15016299025262C,S1,04001A000,World Geography,08/20/2018,200.0,1.0,Charter
410,256679.0,109019,Velazquez,Edward,01/25/1943,2019,15016299025068C,15016299025068C,S1,18101A000,Animal Production/Science,08/23/2018,200.0,1.0,Options
411,515134.0,716541,Stewart,Aiden,06/17/1969,2019,15016299025068C,15016299025068C,S1,06101A000,Spanish I,02/16/2018,200.0,1.0,Options
412,535495.0,890991,Dodson,Jonathon,01/04/1947,2019,15016299025284C,15016299025284C,S1,16051A000,"Exploration of Restaurant, Food and Beverage Services",01/28/2018,200.0,1.0,Charter
413,548398.0,228275,Walls,Nathen,11/01/1964,2019,15016299025059C,15016299025059C,S1,04001A000,World Geography,08/20/2018,200.0,1.0,Options
414,303088.0,480027,Benton,Jakobe,01/18/1983,2019,15016299025085C,15016299025085C,S1,19151A000,Teaching Profession,08/20/2018,201.0,1.0,Charter
415,696488.0,795862,Peters,Giovani,09/15/1981,2019,15016299025068C,15016299025068C,S1,02101A000,Number Theory,08/01/2018,200.0,1.0,Options
416,679120.0,220445,Pitts,Aidan,01/25/1971,2019,15016299025068C,15016299025068C,S1,19001A000,Human Services Career Exploration,08/20/2018,200.0,1.0,Options
417,569240.0,982553,Pearson,Greyson,03/27/1975,2019,15016299025068C,15016299025068C,S1,04001A000,World Geography,01/10/2018,200.0,1.0,Options
418,690698.0,227055,Wagner,Gary,03/12/1980,2019,15016299025058C,15016299025058C,S1,21051A000,Technological Literacy,08/20/2018,200.0,1.0,Options
419,384158.0,587351,Wolfe,Bryce,07/09/1969,2019,15016299025071C,15016299025071C,S1,03101A000,Chemistry,08/20/2018,200.0,1.0,Options
420,969538.0,227723,Key,Maxim,07/10/1956,2019,15016299025268C,15016299025268C,S1,03001A000,Earth Science,08/20/2018,200.0,1.0,Charter
421,28725.0,372813,Werner,Randy,11/28/1980,2019,15016299025274C,15016299025274C,Y1,01151A000,Public Speaking,08/20/2018,200.0,1.0,Charter
422,547250.0,830505,Gilmore,Cruz,10/02/1982,2019,15016299025085C,15016299025085C,S1,03051A000,Biology,08/20/2018,200.0,1.0,Charter
423,184556.0,73107,Leach,Davis,02/16/1990,2019,15016299025068C,15016299025068C,Y1,02151A000,General Applied Math,08/20/2018,202.0,1.0,Options
424,534087.0,544280,Hensley,Jordyn,12/16/1990,2019,15016299025068C,15016299025068C,Q1,04147A000,U.S. History-Independent Study,08/20/2018,200.0,1.0,Options
425,849776.0,401401,Rice,Felipe,05/23/1981,2019,15016299025065C,15016299025065C,S1,12051A000,Introductory Business,08/20/2018,200.0,1.0,Options
426,978482.0,281394,Rosario,Ross,01/26/1957,2019,15016299025068C,15016299025068C,Y1,07001A000,Religious Foundations,02/19/2018,200.0,1.0,Options
427,764948.0,894239,Sanders,Felipe,10/17/1990,2019,15016299025109C,15016299025109C,Y1,01151A000,Public Speaking,08/20/2018,200.0,1.0,Charter
428,628358.0,260043,Lin,Ezequiel,05/15/1969,2019,15016299025260C,15016299025260C,S1,01101A000,English/Composition (freshmen and sophomores),08/20/2018,200.0,1.0,Charter
429,648739.0,181676,Graham,Bradley,11/09/1990,2019,15016299025063C,15016299025063C,S1,12051A000,Introductory Business,08/20/2018,200.0,1.0,Options
430,274906.0,567250,Bowman,Deegan,12/28/1989,2019,15016299025284C,15016299025284C,S1,04051A000,World History-Overview,08/20/2018,204.0,1.0,Charter
431,875293.0,754397,Tapia,Teagan,07/10/1985,2019,15016299025068C,15016299025068C,S1,11051A000,Audio/Visual Production,08/20/2018,200.0,1.0,Options
432,370584.0,728075,Barrett,Reagan,06/05/1986,2019,15016299025068C,15016299025068C,Q1,04149A000,U.S. History-Other,08/20/2018,204.0,1.0,Options
433,846954.0,934237,Huber,Shamar,04/17/1969,2019,15016299025068C,15016299025068C,S1,03051A000,Biology,08/20/2018,200.0,1.0,Options
434,312982.0,627639,Pennington,Guillermo,12/09/1971,2019,15016299025260C,15016299025260C,S1,03151A000,Physics,08/20/2018,200.0,1.0,Charter
435,648484.0,235638,Paul,Cannon,05/13/1969,2019,15016299025264C,15016299025264C,S1,16147A000,Lodging-Independent Study,08/20/2018,200.0,1.0,Charter
436,564590.0,234250,Arias,Mason,09/22/1990,2019,15016299025060C,15016299025060C,Y1,04151A000,U.S. Government-Comprehensive,08/20/2018,203.0,1.0,Options
437,426359.0,550213,Myers,Roland,01/23/1973,2019,15016299025068C,15016299025068C,S1,04051A000,World History-Overview,08/27/2018,200.0,1.0,Options
438,609909.0,903245,Alvarado,Dillan,05/01/1980,2019,15016299025059C,15016299025059C,S1,03101A000,Chemistry,08/20/2018,200.0,1.0,Options
439,498930.0,606575,Cantrell,Jake,03/04/1972,2019,15016299025056C,15016299025056C,Q1,08151A000,Drivers’ Education-Classroom Only,08/20/2018,200.0,1.0,Options
440,492591.0,952554,Stafford,Adriel,09/26/1975,2019,15016299025285C,15016299025285C,Y1,03001A000,Earth Science,08/20/2018,200.0,1.0,Charter
441,73326.0,216620,Hood,Jadiel,02/26/1968,2019,15016299025071C,15016299025071C,Y1,08151A000,Drivers’ Education-Classroom Only,08/20/2018,200.0,1.0,Options
442,752158.0,282093,Contreras,Tyshawn,11/02/1989,2019,15016299025068C,15016299025068C,S1,03001A000,Earth Science,08/20/2018,204.0,1.0,Options
443,630252.0,530338,Chapman,Austin,07/11/1973,2019,15016299025073C,15016299025073C,S1,03001A000,Earth Science,09/18/2018,200.0,1.0,Options
444,156117.0,198850,Oliver,Howard,12/23/1985,2019,15016299025068C,15016299025068C,S1,16151A000,Introduction to Travel and Tourism,01/20/2018,200.0,1.0,Options
445,938830.0,222097,Weber,Kristopher,10/14/1960,2019,15016299025055C,15016299025055C,S1,03101A000,Chemistry,08/20/2018,200.0,1.0,Options
446,630171.0,844580,Riggs,Romeo,05/15/1970,2019,15016299025068C,15016299025068C,S1,01101A000,English/Composition (freshmen and sophomores),08/20/2018,202.0,1.0,Options
447,95930.0,979330,Franklin,Alejandro,05/21/1990,2019,15016299025068C,15016299025068C,S1,05101A000,General Band,09/10/2018,201.0,1.0,Options
448,183205.0,190134,Robbins,Davon,06/03/1966,2019,15016299025068C,15016299025068C,S1,08001A000,Physical Education,08/20/2018,200.0,1.0,Options
449,361296.0,590060,Escobar,Jaime,09/21/1967,2019,15016299025068C,15016299025068C,S1,09001A000,Introduction to Jr. ROTC,08/20/2018,201.0,1.0,Options
450,862652.0,853503,Swanson,Aditya,12/06/1956,2019,15016299025064C,15016299025064C,S1,03051A000,Biology,08/20/2018,200.0,1.0,Options
451,211351.0,891675,George,Liam,08/12/1971,2019,15016299025266C,15016299025266C,S1,16051A000,"Exploration of Restaurant, Food and Beverage Services",08/20/2018,201.0,1.0,Charter
452,609044.0,345360,Lane,Ryder,05/24/1981,2019,15016299025068C,15016299025068C,S1,03101A000,Chemistry,09/15/2018,200.0,1.0,Options
453,687641.0,375170,Clark,Moshe,09/18/1942,2019,15016299025276C,15016299025276C,S1,01051Å000,English/Literature (freshmen and sophomores),09/28/2018,200.0,1.0,Charter
454,592976.0,500787,Brewer,Jay,03/18/1977,2019,15016299025068C,15016299025068C,S1,06101A000,Spanish I,08/20/2018,200.0,1.0,Options
455,371305.0,86308,Bradley,Braylen,12/17/1964,2019,15016299025086C,15016299025086C,S1,03001A000,Earth Science,08/20/2018,200.0,1.0,Charter
456,63126.0,461906,Sanchez,Cristofer,03/18/1990,2019,15016299025068C,15016299025068C,Y1,04151A000,U.S. Government-Comprehensive,08/20/2018,200.0,1.0,Options
457,563953.0,789090,Taylor,Yael,04/17/1971,2019,15016299025054C,15016299025054C,S1,02051A000,Pre-Algebra,08/20/2018,201.0,1.0,Options
458,784033.0,33729,Bridges,Bryant,08/12/1952,2019,15016299025068C,15016299025068C,S1,08001A000,Physical Education,08/20/2018,200.0,1.0,Options
459,87211.0,594485,Frye,Skylar,06/10/1966,2019,15016299025283C,15016299025283C,S1,12151A000,Marketing Career Exploration,08/20/2018,200.0,1.0,Charter
460,187499.0,741892,Crosby,Terry,03/27/1990,2019,15016299025054C,15016299025054C,S1,04051A000,World History-Overview,08/20/2018,200.0,1.0,Options
461,931492.0,633432,Barker,Trey,03/20/1959,2019,15016299025068C,15016299025068C,S1,04151A000,U.S. Government-Comprehensive,08/20/2018,200.0,1.0,Options
462,280410.0,859517,Burke,Dereon,07/11/1947,2019,15016299025070C,15016299025070C,Y1,16051A000,"Exploration of Restaurant, Food and Beverage Services",08/04/2018,200.0,1.0,Options
463,351903.0,850767,Ross,Roger,06/04/1959,2019,15016299025066C,15016299025066C,S1,03001A000,Earth Science,08/20/2018,204.0,1.0,Options
464,666336.0,911545,Melton,Hassan,08/11/1951,2019,15016299025064C,15016299025064C,S1,04151A000,U.S. Government-Comprehensive,08/20/2018,200.0,1.0,Options
465,174656.0,44366,Shannon,Slade,03/13/1983,2019,15016299025085C,15016299025085C,Q1,02151A000,General Applied Math,08/23/2018,200.0,1.0,Charter
466,770966.0,322273,Dorsey,Dominique,12/24/1990,2019,15016299025085C,15016299025085C,S1,03151A000,Physics,01/06/2018,200.0,1.0,Charter
467,887178.0,114731,Moore,Wade,12/16/1990,2019,15016299025049C,15016299025049C,S1,03001A000,Earth Science,08/20/2018,200.0,1.0,Charter
468,61546.0,591619,Phillips,Kale,10/04/1965,2019,15016299025068C,15016299025068C,Q1,10001A000,Introduction to Computers,08/20/2018,200.0,1.0,Options
469,452334.0,11412,Little,Ruben,09/28/1965,2019,15016299025266C,15016299025266C,S1,13001A000,Exploration of Manufacturing Occupations,02/25/2018,200.0,1.0,Charter
470,147682.0,649147,Frank,Vance,04/12/1947,2019,15016299025062C,15016299025062C,S1,09051A000,Army Junior ROTC I,08/20/2018,200.0,1.0,Options
471,12157.0,448027,Collins,Giovanny,05/26/1973,2019,15016299025264C,15016299025264C,S1,02151A000,General Applied Math,08/20/2018,200.0,1.0,Charter
472,159044.0,237076,Rivers,Pranav,09/04/1990,2019,15016299025068C,15016299025068C,Q1,03101A000,Chemistry,08/20/2018,200.0,1.0,Options
473,745572.0,311049,Watson,Braiden,05/24/1952,2019,15016299025284C,15016299025284C,S1,04151A000,U.S. Government-Comprehensive,08/12/2018,200.0,1.0,Charter
474,18495.0,88039,Haas,Brian,07/10/1977,2019,15016299025072C,15016299025072C,S1,03151A000,Physics,08/20/2018,203.0,1.0,Options
475,513431.0,602631,Noble,Diego,09/12/1965,2019,15016299025062C,15016299025062C,Y1,02101A000,Number Theory,08/20/2018,200.0,1.0,Options
476,904555.0,910197,Osborne,Zack,12/11/1965,2019,15016299025049C,15016299025049C,S1,02101A000,Number Theory,08/20/2018,200.0,1.0,Charter
477,610550.0,622408,Foster,Allen,01/10/1952,2019,15016299025285C,15016299025285C,Y1,11151A000,Digital Media Technology,08/20/2018,200.0,1.0,Charter
478,254872.0,936165,Espinoza,Elian,10/24/1963,2019,15016299025068C,15016299025068C,S1,03001A000,Earth Science,08/20/2018,200.0,1.0,Options
479,26217.0,339668,Beard,Tate,09/26/1986,2019,15016299025274C,15016299025274C,Q1,02151A000,General Applied Math,08/20/2018,201.0,1.0,Charter
480,547521.0,704016,Huff,Moses,08/18/1977,2019,15016299025267C,15016299025267C,S1,01101A000,English/Composition (freshmen and sophomores),08/20/2018,200.0,1.0,Charter
481,700143.0,385053,Ellis,Silas,05/14/1962,2019,15016299025068C,15016299025068C,S1,10051A000,Information Management,01/22/2018,200.0,1.0,Options
482,935659.0,770476,Oconnell,Damarion,08/26/1977,2019,15016299025262C,15016299025262C,S1,04151A000,U.S. Government-Comprehensive,08/23/2018,200.0,1.0,Charter
483,241663.0,745156,George,Humberto,12/24/1973,2019,15016299025068C,15016299025068C,S1,03101A000,Chemistry,08/20/2018,200.0,1.0,Options
484,593733.0,322754,Ruiz,Corey,10/11/1974,2019,15016299025071C,15016299025071C,S1,02051A000,Pre-Algebra,08/20/2018,200.0,1.0,Options
485,260160.0,932647,Hurley,Corey,06/09/1979,2019,15016299025263C,15016299025263C,Y1,03101A000,Chemistry,02/25/2018,200.0,1.0,Charter
486,848759.0,917652,Goodwin,Allan,11/11/1981,2019,15016299025260C,15016299025260C,S1,02101A000,Number Theory,08/20/2018,200.0,1.0,Charter
487,124062.0,138751,Mcneil,Aditya,11/14/1948,2019,15016299025058C,15016299025058C,S1,02051A000,Pre-Algebra,08/20/2018,200.0,1.0,Options
488,124472.0,686344,Gentry,Adrian,01/24/1987,2019,15016299025283C,15016299025283C,S1,04001A000,World Geography,08/20/2018,200.0,1.0,Charter
489,90311.0,723966,Schmidt,Talon,01/11/1969,2019,15016299025086C,15016299025086C,S1,13001A000,Exploration of Manufacturing Occupations,08/20/2019,200.0,1.0,Charter
490,666442.0,912901,Gutierrez,Dante,07/05/1971,2019,15016299025064C,15016299025064C,S1,11051A000,Audio/Visual Production,08/20/2018,200.0,1.0,Options
491,42285.0,373793,Jordan,Isaiah,03/28/1990,2019,15016299025264C,15016299025264C,S1,02151A000,General Applied Math,08/20/2018,200.0,1.0,Charter
492,714369.0,204335,Bentley,Erick,09/09/1973,2019,15016299025068C,15016299025068C,S1,03151A000,Physics,08/20/2018,200.0,1.0,Options
493,633468.0,980904,Savage,Jaime,07/04/1969,2019,15016299025284C,15016299025284C,S1,04101A000,U.S. History-Comprehensive,08/05/2018,200.0,1.0,Charter
494,699858.0,550449,Malone,Amare,01/01/1971,2019,15016299025270C,15016299025270C,S1,01051A000,English/Literature (freshmen and sophomores),02/18/2018,200.0,0.67,Charter
495,687791.0,32625,Bernard,Alan,06/13/1987,2019,15016299025068C,15016299025068C,S1,03001A000,Earth Science,08/20/2018,200.0,1.0,Options
496,45255.0,89028,David,Roberto,02/17/1990,2019,15016299025068C,15016299025068C,S1,01001A000,English/Language Arts I (9th grade),08/20/2019,201.0,1.0,Options
497,222542.0,614128,Benton,Jasper,08/13/1984,2019,15016299025063C,15016299025063C,S1,03051A000,Biology,08/20/2018,200.0,1.0,Options
498,756332.0,645977,Griffin,Tyrese,05/26/1990,2019,15016299025283C,15016299025283C,Y1,11051A000,Audio/Visual Production,01/02/2018,200.0,1.0,Charter
499,611201.0,720504,Gentry,Ismael,09/20/1982,2019,15016299025068C,15016299025068C,S1,03001A000,Earth Science,08/20/2018,200.0,1.0,Options
500,902142.0,416564,Huber,Rowan,09/07/1964,2019,15016299025284C,15016299025284C,Q1,21051A000,Technological Literacy,08/20/2018,200.0,1.0,Charter
501,196072.0,555145,Navarro,Darien,01/16/1973,2019,15016299025068C,15016299025068C,S1,20101A000,Energy/Power,08/20/2018,200.0,1.0,Options
502,570358.0,164235,Stanton,Anderson,08/04/1990,2019,15016299025068C,15016299025068C,S1,06141A000,Italian I,02/24/2018,200.0,1.0,Options
503,874340.0,772666,Holloway,Mason,10/05/1986,2019,15016299025260C,15016299025260C,Y1,06148A000,Italian Conversation and Culture,08/20/2018,200.0,1.0,Charter
504,178912.0,739157,Sutton,Ethen,08/27/1990,2019,15016299025061C,15016299025061C,S1,02051A000,Pre-Algebra,08/20/2018,203.0,1.0,Options
505,350420.0,39828,Davies,Barrett,08/17/1970,2019,15016299025069C,15016299025069C,S1,04101A000,U.S. History-Comprehensive,08/20/2018,200.0,1.0,Options
506,403505.0,258003,Flynn,Bradley,03/13/1987,2019,15016299025261C,15016299025261C,S1,04101A000,U.S. History-Comprehensive,08/20/2018,200.0,1.0,Charter
507,628414.0,323661,Meyers,Yael,07/13/1958,2019,15016299025068C,15016299025068C,S1,17001A000,Construction Careers Exploration,08/20/2018,200.0,1.0,Options
508,598212.0,779032,Harrington,Terry,11/05/1967,2019,15016299025068C,15016299025068C,Y1,02051A000,Pre-Algebra,08/20/2018,202.0,1.0,Options
509,758128.0,652559,Lynch,Mason,09/06/1969,2019,15016299025065C,15016299025065C,S1,01051A000,English/Literature (freshmen and sophomores),08/20/2018,200.0,1.0,Options
510,934872.0,559641,Frye,Moses,11/28/1971,2019,15016299025068C,15016299025068C,S1,15001A000,Exploration of Public Service Careers,08/20/2018,200.0,1.0,Options
511,242039.0,600967,Hess,Howard,01/02/1985,2019,15016299025267C,15016299025267C,S1,22051A000,Office Aide,08/01/2018,201.0,1.0,Charter
512,11893.0,340097,Chambers,Dean,08/11/1963,2019,15016299025068C,15016299025068C,S1,10051A000,Information Management,08/20/2018,200.0,1.0,Options
513,251287.0,432029,Ali,Henry,11/22/1959,2019,15016299025086C,15016299025086C,S1,03051A000,Biology,08/20/2018,200.0,1.0,Charter
514,724481.0,789783,Melendez,Muhammad,08/07/1946,2019,15016299025068C,15016299025068C,S1,12151A000,Marketing Career Exploration,09/04/2018,200.0,1.0,Options
515,842694.0,156914,Rangel,Deshawn,08/25/1989,2019,15016299025068C,15016299025068C,S1,01101A000,English/Composition (freshmen and sophomores),08/20/2018,200.0,1.0,Options
516,627703.0,271697,Harvey,Fletcher,09/19/1990,2019,15016299025068C,15016299025068C,S1,04001A000,World Geography,09/10/2018,200.0,1.0,Options
517,818853.0,412162,Houston,Kobe,09/15/1976,2019,15016299025057C,15016299025057C,S1,03101A000,Chemistry,08/20/2018,200.0,1.0,Options
518,369472.0,280726,Rios,Teagan,11/20/1971,2019,15016299025059C,15016299025059C,S1,21051A000,Technological Literacy,01/21/2018,200.0,1.0,Options
519,755715.0,545878,Gregory,Zaid,06/15/1953,2019,15016299025109C,15016299025109C,S1,18001A000,Introduction to Agriculture and Natural Resources,08/20/2018,200.0,1.0,Charter
520,81602.0,557450,Anderson,Matthew,06/10/1963,2019,15016299025274C,15016299025274C,S1,15101A000,Public Safety,08/11/2018,200.0,1.0,Charter
