IEIN,LocalTeacherID,LastName,FirstName,BirthDate,SchoolYear,ServingLocationRCDTS,EmployerRCDTS,Term,StateCourseCode,LocalCourseID,LocalCourseTitle,SectionNumber,TeacherCourseStartDate,EISPositionCode,TeacherCommitment
788746,750464,Armstrong,Matias,2/20/1971,2019,15016299025085C,15016299025085C,S1,12051A000,,,Introductory Business,08/20/2018,200,1.00
344788,79627,Frye,Kash,4/7/1980,2019,15016299025260C,15016299025260C,S1,13101A000,,,Production Systems,08/20/2018,200,1.00
974326,105977,Chandler,Ramiro,11/2/1986,2019,15016299025109C,15016299025109C,S1,09101A000,,,Naval Junior ROTC I,01/10/2018,200,1.00
758664,455891,Burton,Roberto,8/2/1964,2019,15016299025068C,15016299025068C,S1,03051A000,,,Biology,09/25/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Q1,16001A000,,,Exploration of Hospitality Careers,,,
,486662,Shannon,Charles,2/10/1978,2019,15016299025260C,15016299025260C,S1,03001A000,,,Earth Science,08/20/2018,205,1.00
340469,977285,Burke,Aaden,2/7/1956,2019,15016299025059C,15016299025059C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
750556,49722,Stafford,Ivan,9/28/1959,2019,15016299025066C,15016299025066C,S1,12051A000,,,Introductory Business,08/20/2018,200,1.00
551625,597293,Velasquez,Ayden,2/7/1990,2019,15016299025109C,15016299025109C,S1,07001A000,,,Religious Foundations,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,04101A000,,,U.S. History-Comprehensive,,,
165619,983268,Hobbs,Slade,10/1/1990,2019,15016299025072C,15016299025072C,S1,20101A000,,,Energy/Power,09/09/2018,200,1.00
,870107,Freeman,Lucas,5/22/1985,2019,15016299025285C,15016299025285C,S1,15151A000,,,Fire Science,08/03/2018,201,1.00
,624646,Shannon,Aidan,11/8/1960,2019,15016299025283C,15016299025283C,Q1,16101A000,,,Exploration of Lodging Careers,08/20/2018,200,1.00
93465,602667,Abbott,Jaron,11/10/1966,2019,15016299025260C,15016299025260C,Y1,03101A000,,,Chemistry,08/20/2018,200,1.00
139294,461492,Townsend,Ricky,3/23/1966,2019,15016299025274C,15016299025274C,S1,10151A000,,,Business Programming,08/20/2018,200,1.00
15383,318053,Hanson,Rhys,7/17/1948,2019,15016299025068C,15016299025068C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
758597,177983,Becker,Barrett,2/19/1990,2019,15016299025066C,15016299025066C,S1,12101A000,,,Banking and Finance,08/20/2018,200,1.00
,647759,Olsen,Brock,12/6/1948,2019,15016299025085C,15016299025085C,S1,21051A000,,,Technological Literacy,08/20/2018,200,1.00
,946673,Stark,Tate,10/22/1980,2019,15016299025062C,15016299025062C,Q1,05151A000,,,Art Appreciation,09/06/2018,200,1.00
,768076,Patton,Jalen,11/2/1961,2019,15016299025068C,15016299025068C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
332356,19820,Park,Ignacio,8/9/1970,2019,15016299025055C,15016299025055C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
521575,238908,Ho,Memphis,3/27/1971,2019,15016299025267C,15016299025267C,S1,01151A000,,,Public Speaking,09/20/2018,200,1.00
,720258,Oliver,Braxton,2/17/1981,2019,15016299025059C,15016299025059C,S1,04001A000,,,World Geography,8/20/2018,200,1
371905,93858,Quinn,Roland,2/17/1983,2019,15016299025068C,15016299025068C,S1,02101A000,,,Number Theory,02/25/2018,204,1.00
48258,426204,Huynh,Isaias,5/19/1990,2019,15016299025261C,15016299025261C,S1,01001A000,,,English/Language Arts I (9th grade),08/20/2018,200,1.00
571011,712203,Patterson,Yael,1/4/1937,2019,15016299025068C,15016299025068C,S1,02151A000,,,General Applied Math,08/20/2018,202,1.00
,137925,Myers,Devon,9/8/1986,2019,15016299025067C,15016299025067C,S1,21051A000,,,Technological Literacy,08/20/2018,200,1.00
738741,540716,Delgado,Giovani,1/3/1985,2019,15016299025073C,15016299025073C,S1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,205,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,05001A000,,,Dance Technique,,,
334808,293698,Bright,Jovanni,10/2/1953,2019,15016299025060C,15016299025060C,S1,01151A000,,,Public Speaking,08/20/2018,200,1.00
824683,61824,Perkins,Devan,4/19/1945,2019,15016299025068C,15016299025068C,S1,04001A000,,,World Geography,09/02/2018,200,1.00
565400,modonnell,Odonnell,Mekhi,8/9/1990,2019,15016299025085C,15016299025085C,S1,19001A000,,,Human Services Career Exploration,08/20/2018,200,1.00
,763549,Navarro,Jadiel,7/1/1952,2019,15016299025068C,15016299025068C,S1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,200,1.00
938878,903026,Small,Barrett,5/5/1965,2019,15016299025086C,15016299025086C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/03/2018,200,1.00
682861,585886,Lawson,Edward,11/3/1980,2019,15016299025071C,15016299025071C,S1,15101A000,,,Public Safety,08/20/2018,202,1.00
,131783,Townsend,Maxwell,8/11/1958,2019,15016299025066C,15016299025066C,Y1,18101A000,,,Animal Production/Science,02/26/2018,200,1.00
148126,883953,Mcdowell,Davis,6/25/1972,2019,15016299025059C,15016299025059C,S1,01151A000,,,Public Speaking,08/20/2018,200,1.00
414704,rclements,Clements,Raphael,5/6/1981,2019,15016299025261C,15016299025261C,S1,02051A000,,,Pre-Algebra,08/20/2018,200,1.00
,415359,Navarro,Teagan,3/16/1976,2019,15016299025086C,15016299025086C,S1,06146A000,,,Italian for Native Speakers,08/20/2018,202,1.00
179674,rbeasley,Beasley,Rodolfo,4/1/1972,2019,15016299025266C,15016299025266C,S1,04051A000,,,World History-Overview,08/20/2018,200,1.00
670431,551411,Macias,Yael,4/19/1990,2019,15016299025068C,15016299025068C,S1,04001A000,,,World Geography,08/20/2018,200,1.00
564329,544669,Stafford,Myles,11/23/1982,2019,15016299025068C,15016299025068C,S1,14001A000,,,Exploration of Health Care Occupations,08/20/2018,200,1.00
N/A,318220,Hanson,Terrence,4/7/1957,2019,15016299025068C,15016299025068C,Y1,06101A000,,,Spanish I,02/28/2018,200,1.00
337784,zleonard,Leonard,Zackary,1/24/1965,2019,15016299025064C,15016299025064C,Y1,07001A000,,,Religious Foundations,09/04/2018,200,1.00
557184,50734,Hamilton,Kaeden,1/15/1982,2019,15016299025069C,15016299025069C,Y1,10001A000,,,Introduction to Computers,08/20/2018,200,1.00
477083,984118,Roberson,Madden,5/19/1963,2019,15016299025068C,15016299025068C,S1,03001A000,,,Earth Science,09/23/2018,200,1.00
985170,423765,Hardy,Fabian,7/2/1983,2019,15016299025270C,15016299025270C,S1,13101A000,,,Production Systems,02/24/2018,200,1.00
297178,366071,Owen,Robert,7/16/1960,2019,15016299025086C,15016299025086C,Y1,02101A000,,,Number Theory,08/20/2018,200,1.00
,70721,Malone,Kenny,12/23/1941,2019,15016299025064C,15016299025064C,S1,10151A000,,,Business Programming,08/20/2018,200,1.00
138786,671645,Willis,Sheldon,3/21/1961,2019,15016299025065C,15016299025065C,S1,05001A000,,,Dance Technique,08/20/2018,200,1.00
808820,934829,Barron,Neil,1/1/1965,2019,15016299025063C,15016299025063C,S1,03001A000,,,Earth Science,01/11/2018,200,1.00
,zjordan,Jordan,Zachary,6/6/1978,2019,15016299025068C,15016299025068C,S1,14101A000,,,Dental Laboratory Technology,08/20/2018,200,1.00
,102652,Abbott,Ronnie,1/23/1983,2019,15016299025068C,15016299025068C,S1,18001A000,,,Introduction to Agriculture and Natural Resources,08/20/2018,200,1
,,,,,2019,15016299025273C,15016299025273C,Q1,04051A000,,,World History-Overview,,,
,echristian,Christian,Eddie,12/23/1961,2019,15016299025068C,15016299025068C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
,419435,Hall,Trevon,6/21/1966,2019,15016299025068C,15016299025068C,S1,07001A000,,,Religious Foundations,08/20/2018,200,1.00
839077,234803,Solis,Moshe,11/17/1990,2019,15016299025267C,15016299025267C,Q1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,200,1.00
,mclark,Clark,Maxim,4/26/1982,2019,15016299025064C,15016299025064C,S1,14151A000,,,Medical/Clerical Assisting,08/20/2018,200,1.00
475656,565194,Daniels,Raymond,2/5/1932,2019,15016299025072C,15016299025072C,Q1,04051A000,,,World History-Overview,01/23/2018,200,1.00
N/A,756978,Melton,Reagan,5/23/1972,2019,15016299025068C,15016299025068C,Y1,22101A000,,,Leadership,08/20/2018,200,1.00
47604,404642,Curry,Grady,8/11/1978,2019,15016299025065C,15016299025065C,Q1,01151A000,,,Public Speaking,08/20/2018,202,1.00
388283,dbates,Bates,Dayton,1/20/1939,2019,15016299025263C,15016299025263C,S1,08051A000,,,Health Education,08/20/2018,200,1.00
,81175,Moore,Jadon,7/27/1990,2019,15016299025267C,15016299025267C,Y1,09151A000,,,Air Force Junior ROTC I,08/20/2018,200,1.00
471330,973124,Moore,Kolton,9/1/1990,2019,15016299025065C,15016299025065C,Y1,10001A000,,,Introduction to Computers,08/20/2018,205,1.00
,734784,Andersen,Jase,10/11/1972,2019,15016299025068C,15016299025068C,S1,19101A000,,,Cosmetology-Licensing,08/20/2018,200,1.00
,177616,Maxwell,Alijah,5/16/1987,2019,15016299025068C,15016299025068C,S1,04051A000,,,World History-Overview,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Y1,05151A000,,,Art Appreciation,,,
442507,imendez,Mendez,Ivan,1/23/1948,2019,15016299025268C,15016299025268C,S1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,200,1.00
128749,393691,Mayer,Yusuf,3/22/1986,2019,15016299025068C,15016299025068C,S1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,200,1.00
,507168,Hart,Warren,9/3/1967,2019,15016299025068C,15016299025068C,S1,21051A000,,,Technological Literacy,02/12/2018,200,1.00
,99546,Petersen,Braydon,4/11/1977,2019,15016299025276C,15016299025276C,Y1,09151A000,,,Air Force Junior ROTC I,08/20/2018,200,1.00
603035,242167,Campbell,Devyn,7/26/1975,2019,15016299025068C,15016299025068C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
662650,593600,Baxter,Raphael,10/27/1969,2019,15016299025059C,15016299025059C,Y1,01151A000,,,Public Speaking,8/23/2018,200,1
,658866,Dominguez,Levi,2/24/1983,2019,15016299025068C,15016299025068C,S1,02101A000,,,Number Theory,08/20/2018,200,1.00
501110,22242,Benjamin,Drake,12/24/1960,2019,15016299025274C,15016299025274C,S1,22151A000,,,Career Exploration,01/08/2018,203,1.00
,761338,Odonnell,Daniel,11/16/1978,2019,15016299025273C,15016299025273C,3,03051A000,,,Biology,08/20/2018,201,1.00
266225,538334,Gross,Fisher,7/22/1937,2019,15016299025068C,15016299025068C,S1,02001A000,,,Informal Mathematics,01/22/2018,200,1.00
393222,949091,Velazquez,Melvin,3/17/1966,2019,15016299025086C,15016299025086C,Y1,01001A000,,,English/Language Arts I (9th grade),09/11/2018,200,1.00
460993,573718,Hanna,Grady,6/10/1989,2019,15016299025061C,15016299025061C,S1,04001A000,,,World Geography,01/21/2018,200,1.00
,323850,Hunt,Brett,10/7/1967,2019,15016299025068C,15016299025068C,S1,01151A000,,,Public Speaking,01/17/2018,200,1.00
943793,262241,Berg,Dominick,9/2/1965,2019,15016299025068C,15016299025068C,S1,05151A000,,,Art Appreciation,08/20/2018,200,1.00
562712,mcervantes,Cervantes,Matias,8/7/1990,2019,15016299025068C,15016299025068C,S1,16001A000,,,Exploration of Hospitality Careers,08/20/2018,200,1.00
,100651,Luna,Ronin,12/10/1962,2019,15016299025059C,15016299025059C,S1,13101A000,,,Production Systems,8/20/2018,200,1
,mfrancis,Francis,Moises,7/23/1968,2019,15016299025063C,15016299025063C,S1,12101A000,,,Banking and Finance,01/11/2018,200,1.00
,558738,Mills,Caiden,5/2/1959,2019,15016299025260C,15016299025260C,S1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,200,1.00
504436,147065,Huber,Max,1/13/1967,2019,15016299025057C,15016299025057C,S1,02101A000,,,Number Theory,02/14/2018,200,1.00
,954844,Lester,Maxim,8/4/1948,2019,15016299025068C,15016299025068C,S1,02101A000,,,Number Theory,08/20/2017,200,1.00
,38704,Cochran,Maxim,9/20/1985,2019,15016299025264C,15016299025264C,S1,03151A000,,,Physics,08/20/2018,200,1
474248,703550,Lopez,Daniel,1/19/1964,2019,15016299025054C,15016299025054C,Q1,01101A000,,,English/Composition (freshmen and sophomores),09/02/2018,200,1.00
84107,shughes,Hughes,Steven,10/8/1983,2019,15016299025276C,15016299025276C,S1,06101A000,,,Spanish I,08/20/2018,200,1
,,,,,2019,15016299025273C,15016299025273C,S1,11101A000,,,Journalism,,,
,,,,,2019,15016299025273C,15016299025273C,Y1,02051A000,,,Pre-Algebra,,,
448012,865335,Stanton,Rylan,6/24/1975,2019,15016299025276C,15016299025276C,S1,20101A000,,,Energy/Power,08/20/2017,200,1.00
541394,858528,Zuniga,Bruno,1/15/1990,2019,15016299025264C,15016299025264C,Y1,09101A000,,,Naval Junior ROTC I,08/20/2018,200,1.00
219016,940609,Hansen,Rishi,4/20/1981,2019,15016299025057C,15016299025057C,S1,14151A000,,,Medical/Clerical Assisting,08/20/2018,200,1.00
917421,197829,Dickerson,Dawson,9/19/1987,2019,15016299025068C,15016299025068C,Q1,02141A000,,,Particular Topics in Analytic Mathematics,02/05/2018,200,1.00
,535293,Atkins,Jagger,7/25/1936,2019,15016299025068C,15016299025068C,Y1,09151A000,,,Air Force Junior ROTC I,08/05/2018,200,1.00
671777,764801,Mcmahon,Antoine,10/3/1990,2019,15016299025274C,15016299025274C,Q1,20101A000,,,Energy/Power,08/23/2018,200,1.00
845003,816950,Meyers,Dorian,5/24/1990,2019,15016299025068C,15016299025068C,S1,22001A000,,,Standardized Test Preparation,08/20/2018,200,1.00
,608008,Flores,Damian,5/1/1960,2019,15016299025068C,15016299025068C,S1,13101A000,,,Production Systems,08/20/2018,200,1.00
423185,484073,Bryant,Chaz,8/25/1970,2019,15016299025086C,15016299025086C,S1,04001A000,,,World Geography,08/20/2018,200,1.00
,agreer,Greer,Alexzander,3/22/1983,2019,15016299025070C,15016299025070C,S1,13101A000,,,Production Systems,08/20/2018,200,1.00
241815,301158,Chang,Asa,6/27/1949,2019,15016299025062C,15016299025062C,Q1,01151A000,,,Public Speaking,08/20/2018,200,1.00
,447882,Griffith,Nick,5/12/1989,2019,15016299025276C,15016299025276C,S1,20001A000,,,"Exploration of Transportation, Distribution and Logistics",08/20/2018,201,1.00
,312717,York,Dawson,7/5/1976,2019,15016299025068C,15016299025068C,S1,02131A000,,,IB Mathematical Studies,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Q1,02101A000,,,Number Theory,,,
,334249,Zuniga,Evan,11/11/1963,2019,15016299025068C,15016299025068C,S1,15051A000,,,Criminal Justice,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Y1,01001A000,,,English/Language Arts I (9th grade),,,
4984,sspence,Spence,Sterling,8/9/1987,2019,15016299025061C,15016299025061C,S1,02051A000,,,Pre-Algebra,08/20/2018,200,1.00
,jadkins,Adkins,James,11/18/1968,2019,15016299025068C,15016299025068C,Q1,03101A000,,,Chemistry,08/20/2018,205,1.00
329268,519340,Nguyen,Rafael,4/26/1932,2019,15016299025068C,15016299025068C,S1,05001A000,,,Dance Technique,08/20/2018,200,1.00
16499,cleach,Leach,Cason,2/15/1985,2019,15016299025068C,15016299025068C,S1,09101A000,,,Naval Junior ROTC I,08/20/2018,200,1.00
872083,645124,Hansen,Chad,12/10/1969,2019,15016299025065C,15016299025065C,S1,03151A000,,,Physics,08/20/2018,200,1.00
,mpadilla,Padilla,Mekhi,12/4/1965,2019,15016299025068C,15016299025068C,Y1,05001A000,,,Dance Technique,01/28/2018,200,1.00
774762,cdennis,Dennis,Clay,4/2/1972,2019,15016299025059C,15016299025059C,S1,10051A000,,,Information Management,8/20/2018,200,1
112912,190888,Sims,Timothy,5/14/1978,2019,15016299025060C,15016299025060C,S1,22151A000,,,Career Exploration,08/20/2018,200,1.00
3568,abender,Bender,Abdullah,10/4/1990,2019,15016299025059C,15016299025059C,Y1,22101A000,,,Leadership,8/20/2018,205,1
577022,408493,Navarro,Callum,7/5/1984,2019,15016299025068C,15016299025068C,S1,16151A000,,,Introduction to Travel and Tourism,08/20/2018,200,1.00
,945099,Christian,Luka,3/18/1956,2019,15016299025267C,15016299025267C,S1,03101A000,,,Chemistry,08/20/2018,201,1.00
,,,,,2019,15016299025273C,15016299025273C,Y1,09151A000,,,Air Force Junior ROTC I,,,
378385,mosborne,Osborne,Marco,6/3/1990,2019,15016299025268C,15016299025268C,S1,17051A000,,,Air Conditioning,08/20/2018,200,1.00
542822,694295,Gardner,Keenan,1/23/1973,2019,15016299025064C,15016299025064C,S1,04101A000,,,U.S. History-Comprehensive,08/20/2018,200,1.00
375113,800575,Bradley,Elliot,1/9/1990,2019,15016299025109C,15016299025109C,S1,02151A000,,,General Applied Math,01/27/2018,200,1.00
796523,500032,Chandler,Trevor,10/6/1976,2019,15016299025059C,15016299025059C,S1,02141A000,,,Particular Topics in Analytic Mathematics,8/20/2018,200,1
273575,225399,Park,Anthony,10/20/1980,2019,15016299025049C,15016299025049C,Q1,11051A000,,,Audio/Visual Production,08/20/2018,200,1.00
,mmyers,Myers,Marco,8/26/1972,2019,15016299025068C,15016299025068C,S1,04051A000,,,World History-Overview,08/20/2018,200,1
,,,,,2019,15016299025273C,15016299025273C,S1,09051A000,,,Army Junior ROTC I,,,
399061,265268,Hardy,Rhys,1/26/1976,2019,15016299025263C,15016299025263C,S1,22101A000,,,Leadership,08/20/2018,200,1.00
,852932,Prince,Hudson,6/26/1974,2019,15016299025072C,15016299025072C,S1,08151A000,,,Drivers’ Education-Classroom Only,08/20/2018,200,1.00
296930,946844,Jordan,Fabian,12/16/1954,2019,15016299025268C,15016299025268C,Y1,18101A000,,,Animal Production/Science,08/20/2018,200,1.00
,551117,Peters,Carlos,1/9/1986,2019,15016299025068C,15016299025068C,Y1,03001A000,,,Earth Science,01/22/2018,204,1.00
,90396,Rhodes,Zachariah,3/10/1972,2019,15016299025068C,15016299025068C,Y1,03147A000,,,Chemistry-Independent Study,09/28/2018,200,1.00
,543169,Wolfe,Ramon,6/19/1969,2019,15016299025060C,15016299025060C,S1,03051A000,,,Biology,08/20/2018,200,1
81286,eclarke,Clarke,Emilio,10/25/1990,2019,15016299025264C,15016299025264C,Q1,01051A000,,,English/Literature (freshmen and sophomores),08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,22101A000,,,Leadership,,,
,709415,Richard,Bryce,11/21/1955,2019,15016299025068C,15016299025068C,Y1,12151A000,,,Marketing Career Exploration,08/20/2018,200,1.00
614908,536368,Rivers,Levi,12/22/1956,2019,15016299025068C,15016299025068C,Y1,02151A000,,,General Applied Math,08/20/2018,200,1
5565,777155,Key,Anton,11/1/1958,2019,15016299025062C,15016299025062C,Y1,09151A000,,,Air Force Junior ROTC I,08/20/2018,200,1.00
502969,680455,Garrett,Joseph,3/14/1987,2019,15016299025072C,15016299025072C,S1,19001A000,,,Human Services Career Exploration,08/20/2018,200,1.00
,247786,Powell,Raymond,3/1/1972,2019,15016299025262C,15016299025262C,S1,02101A000,,,Number Theory,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,02133A000,,,IB Mathematics and Computing-SL,,,
,942507,Randolph,Jaeden,5/15/1975,2019,15016299025086C,15016299025086C,S1,02141A000,,,Particular Topics in Analytic Mathematics,08/20/2018,205,1.00
486543,klucero,Lucero,Keagan,11/22/1967,2019,15016299025058C,15016299025058C,Y1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,200,1.00
209739,519725,Little,Joe,1/5/1985,2019,15016299025276C,15016299025276C,S1,12001Å000,,,Business/Office Career Exploration,08/20/2018,200,1.00
183949,312490,Cisneros,Steven,6/18/1980,2019,15016299025066C,15016299025066C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/20/2018,202,1.00
380431,65195,Barron,Jesus,5/19/1970,2019,15016299025276C,15016299025276C,S1,02051A000,,,Pre-Algebra,08/20/2018,200,1.00
43519,388298,Kelley,Brett,3/25/1990,2019,15016299025283C,15016299025283C,Q1,01001A000,,,English/Language Arts I (9th grade),02/13/2018,200,1
,133891,David,Kingston,12/4/1970,2019,15016299025276C,15016299025276C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/26/2018,200,1.00
,raguirre,Aguirre,Ryder,12/8/1969,2019,15016299025068C,15016299025068C,S1,04101A000,,,U.S. History-Comprehensive,08/20/2018,200,1.00
26107,587899,Lynn,Luka,5/8/1990,2019,15016299025261C,15016299025261C,S1,22101A000,,,Leadership,08/20/2018,200,1.00
812302,mclements,Clements,Mitchell,3/23/1988,2019,15016299025264C,15016299025264C,S1,15101A000,,,Public Safety,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,15147A000,,,Security and Protection-Independent Study,,,
812599,654438,Shepherd,Konner,3/3/1967,2019,15016299025283C,15016299025283C,S1,20151A000,,,Distribution-Comprehensive,08/20/2018,200,1.00
852274,535144,Turner,Jairo,12/11/1969,2019,15016299025068C,15016299025068C,S1,03051A000,,,Biology,08/20/2018,200,1.00
271320,elittle,Little,Ezequiel,5/1/1990,2019,15016299025068C,15016299025068C,S1,15051A000,,,Criminal Justice,08/20/2018,200,1.00
362020,cjensen,Jensen,Clay,7/21/1965,2019,15016299025068C,15016299025068C,S1,12001A000,,,Business/Office Career Exploration,08/20/2018,200,1
,214295,Adkins,Kasen,8/26/1990,2019,15016299025068C,15016299025068C,S1,02001A000,,,Informal Mathematics,08/20/2018,200,1.00
167220,302252,Meyers,Tristian,4/7/1990,2019,15016299025056C,15016299025056C,S1,02051A000,,,Pre-Algebra,09/28/2018,200,1.00
306309,430166,Stevens,Keyon,8/18/1975,2019,15016299025064C,15016299025064C,S1,01151A000,,,Public Speaking,08/01/2018,200,1.00
,569911,Osborne,Adriel,6/8/1975,2019,15016299025068C,15016299025068C,S1,02101A000,,,Number Theory,01/17/2018,200,1.00
307038,562452,Marquez,Kayden,10/6/1955,2019,15016299025070C,15016299025070C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
846100,579844,Mckee,Tristin,5/18/1974,2019,15016299025073C,15016299025073C,S1,13101A000,,,Production Systems,08/20/2018,201,1.00
,841134,Mckinney,Roger,4/18/1990,2019,15016299025085C,15016299025085C,S1,04051A000,,,World History-Overview,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,01001A000,,,English/Language Arts I (9th grade),,,
,687233,Ferrell,Ben,2/2/1980,2019,15016299025057C,15016299025057C,S1,01051A000,,,English/Literature (freshmen and sophomores),02/13/2018,200,1.00
63387,278393,Whitehead,Nash,6/23/1953,2019,15016299025068C,15016299025068C,S1,05101A000,,,General Band,08/20/2018,205,1.00
,gwilliamson,Williamson,Gregory,6/6/1977,2019,15016299025071C,15016299025071C,S1,02101A000,,,Number Theory,08/27/2018,200,1
,991228,Tran,Kenneth,8/11/1977,2019,15016299025068C,15016299025068C,Y1,02001A000,,,Informal Mathematics,08/20/2018,200,1.00
253705,361844,Carey,Gideon,8/10/1962,2019,15016299025068C,15016299025068C,S1,14151A000,,,Medical/Clerical Assisting,08/20/2018,200,1
128792,438196,Strickland,Yusuf,5/10/1975,2019,15016299025063C,15016299025063C,S1,03151A000,,,Physics,08/20/2018,200,1.00
,348952,Griffith,Yael,10/25/1969,2019,15016299025068C,15016299025068C,Y1,15051A000,,,Criminal Justice,01/11/19,200,1.00
136155,745205,Holt,Braiden,10/3/1980,2019,15016299025276C,15016299025276C,Y1,02151A000,,,General Applied Math,08/20/2018,200,1.00
,901530,Schneider,Peyton,7/10/1972,2019,15016299025056C,15016299025056C,S1,04051A000,,,World History-Overview,09/18/2018,200,1.00
863641,251827,Maldonado,Yandel,6/20/1984,2019,15016299025263C,15016299025263C,S1,02101A000,,,Number Theory,08/20/2018,200,1
,89730,Stevens,Chad,6/25/1980,2019,15016299025068C,15016299025068C,S1,10051A000,,,Information Management,08/20/2018,200,1.00
,ncarroll,Carroll,Noel,6/2/1961,2019,15016299025061C,15016299025061C,S1,08051A000,,,Health Education,08/20/2018,200,1
146855,yhines,Hines,Yahir,12/27/1948,2019,15016299025270C,15016299025270C,S1,01001A000,,,English/Language Arts I (9th grade),08/20/2017,200,1.00
,zhansen,Hansen,Zachariah,11/14/1972,2019,15016299025056C,15016299025056C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
157797,992293,Hansen,Justice,1/5/1954,2019,15016299025071C,15016299025071C,S1,19151A000,,,Teaching Profession,08/20/2018,202,1.00
483697,188065,Bell,Drake,1/13/1990,2019,15016299025068C,15016299025068C,S1,02001A000,,,Informal Mathematics,08/20/2018,204,1.00
,83250,Tucker,Aden,7/6/1979,2019,15016299025274C,15016299025274C,Q1,11101A000,,,Journalism,08/20/2018,200,1
834914,652679,Jensen,Marlon,1/19/1952,2019,15016299025274C,15016299025274C,S1,03051A000,,,Biology,08/20/2018,201,1.00
,mramsey,Ramsey,Michael,12/20/1951,2019,15016299025263C,15016299025263C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/01/2018,200,1.00
,136258,Callahan,Javier,4/5/1990,2019,15016299025060C,15016299025060C,Q1,04001A000,,,World Geography,08/20/2018,200,1.00
,74985,Hart,Roberto,4/7/1960,2019,15016299025068C,15016299025068C,S1,14051A000,,,Nursing,08/20/2018,200,1
603871,910744,Pruitt,Robert,12/17/1972,2019,15016299025068C,15016299025068C,S1,04051A000,,,World History-Overview,08/20/2018,204,1.00
697158,536981,Simmons,Aiden,6/3/1981,2019,15016299025063C,15016299025063C,S1,04001A000,,,World Geography,08/20/2018,200,1.00
511929,87178,Costa,Adonis,3/21/1990,2019,15016299025068C,15016299025068C,S1,18149A000,,,Animal Systems-Other,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,20001A000,,,"Exploration of Transportation, Distribution and Logistics",,,
312484,aodonnell,Odonnell,Ariel,7/10/1973,2019,15016299025063C,15016299025063C,Y1,03051A000,,,Biology,08/20/2018,200,1
464839,287370,Kelley,Silas,3/22/1974,2019,15016299025068C,15016299025068C,S1,02051A000,,,Pre-Algebra,08/20/2018,200,1.00
227907,55928,Benton,Jeffrey,7/8/1980,2019,15016299025267C,15016299025267C,S1,05001A000,,,Dance Technique,01/24/2018,200,1.00
969942,955766,Velazquez,Tomas,8/26/1973,2019,15016299025068C,15016299025068C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
694738,273641,Sloan,Daniel,3/2/1990,2019,15016299025068C,15016299025068C,S1,01151A000,,,Public Speaking,08/20/2018,200,1.00
,934947,Hull,Marshall,3/25/1990,2019,15016299025057C,15016299025057C,S1,02101A000,,,Number Theory,08/20/2018,200,1.00
4608,822380,Soto,Yusuf,8/23/1967,2019,15016299025068C,15016299025068C,S1,03051A000,,,Biology,08/20/2018,200,1.00
,244739,Li,Conner,10/7/1975,2019,15016299025055C,15016299025055C,Y1,04051A000,,,World History-Overview,08/22/2018,200,1.00
821902,401768,Schneider,Terrence,12/7/1967,2019,15016299025260C,15016299025260C,S1,03001A000,,,Earth Science,08/20/2018,200,1.00
203975,827275,Nelson,Ahmad,5/16/1977,2019,15016299025069C,15016299025069C,S1,02001A000,,,Informal Mathematics,08/20/2018,200,1.00
,235555,Brady,Jovani,2/2/1959,2019,15016299025261C,15016299025261C,S1,05051A000,,,Introduction to the Theater,08/20/2018,200,1.00
,dstone,Stone,Drew,8/6/1961,2019,15016299025261C,15016299025261C,S1,16151A000,,,Introduction to Travel and Tourism,08/20/2018,200,1.00
